address,latitude,longitude,cbd_dist,min_dist_mrt
"502 BEDOK  3,Singapore",1.33119695,103.93120255038214,10367.120261167318,632.0351617627434
"509 BEDOK  3,Singapore",1.3337835,103.9308648,10485.241521766586,396.0756872473746
"525 BEDOK  3,Singapore",1.33472795,103.92892431436249,10360.79747653187,505.4546229788396
"534 BEDOK  3,Singapore",1.33305485,103.92466155252279,9863.693461270139,775.0024770731306
"542 BEDOK  3,Singapore",1.33059935,103.92263093651664,9524.787103142959,725.2254753550517
"709 BEDOK RESERVOIR RD,Singapore,Singapore",1.3355375,103.92216215797038,9794.9935080518,458.1648267556641
"703 BEDOK RESERVOIR RD,Singapore,Singapore",1.3371001,103.91998883119265,9706.843397366381,295.64466203700096
"42 CHAI CHEE ST,Singapore,Singapore",1.32792105,103.92576412895514,9661.763651752124,654.3237501011306
"530 BEDOK  3,Singapore",1.3336933,103.92707313779891,10125.877231343895,740.5094492491932
"420 BEDOK  1,Singapore",1.3276014,103.92853830451082,9910.211509601078,434.99830831605027
"537 BEDOK  3,Singapore",1.332013,103.92369200389079,9709.80048821559,723.3518197741694
"103 BEDOK RESERVOIR RD,Singapore,Singapore",1.32876035,103.90960513283085,8228.478450590384,701.0114098451093
"608 BEDOK RESERVOIR RD,Singapore,Singapore",1.3318556,103.91316275046205,8751.202220141005,579.2980800290787
"135 BEDOK  2,Singapore",1.32871375,103.93650958797274,10746.114357656916,871.2249216426749
"40 CHAI CHEE AVE,Singapore",1.3253011,103.9232041,9269.019313341041,791.4517797465202
"419 BEDOK  1,Singapore",1.3268927000000001,103.92833444773933,9851.69918933357,377.660603411017
"221B BEDOK CTRL,Singapore",1.32505255,103.93439236650943,10350.693511754644,479.1956131671541
"219A BEDOK CTRL,Singapore",1.3253042000000002,103.93333240254185,10258.098643813979,374.9479669372757
"131 BEDOK RESERVOIR RD,Singapore,Singapore",1.33314205,103.91170403795712,8713.877813705001,364.0220777949217
"147 BEDOK RESERVOIR RD,Singapore,Singapore",1.3348851000000002,103.91173421423875,8840.316377966385,298.69259042833664
"536 BEDOK  3,Singapore",1.333298,103.92297812233502,9724.53922072955,589.7104904969698
"724 BEDOK RESERVOIR RD,Singapore,Singapore",1.337127,103.9284145827755,10462.989426871925,521.4274584858877
"523 BEDOK  3,Singapore",1.33434565,103.93053337988286,10487.630573720888,376.23822561035433
"132 BEDOK  2,Singapore",1.32775235,103.93677445446534,10722.664273053142,838.3074570240891
"772 BEDOK RESERVOIR VIEW,Singapore",1.3365215,103.93798236744894,11317.578949498897,546.7548663955108
"774 BEDOK RESERVOIR VIEW,Singapore",1.3365429999999998,103.93677667899999,11204.680124880648,412.5541761092276
"768 BEDOK RESERVOIR VIEW,Singapore",1.3356675500000001,103.937330142789,11206.412971283808,485.07344594932334
"611 BEDOK RESERVOIR RD,Singapore,Singapore",1.33105705,103.91524226298515,8881.304503153864,561.0026127882041
"602 BEDOK RESERVOIR RD,Singapore,Singapore",1.3293925,103.91174430354128,8459.691268664525,695.9845785166843
"101 BEDOK RESERVOIR RD,Singapore,Singapore",1.32851935,103.90995386983747,8242.819663885111,731.8391869406473
"804 CHAI CHEE RD,Singapore,Singapore",1.32432535,103.92213670177534,9112.077735421426,898.4632082776419
"659 JLN TENAGA,Singapore",1.3342316,103.90613509785102,8326.675888461781,338.3163251376201
"103 LENGKONG TIGA,Singapore",1.3259216500000002,103.91076591028785,8143.899752240954,620.0874902176673
"114 BEDOK RESERVOIR RD,Singapore,Singapore",1.33054955,103.90996142663552,8382.437424309972,510.53206525087614
"629 BEDOK RESERVOIR RD,Singapore,Singapore",1.3345677999999999,103.9144298818246,9048.499368006736,410.69040040407
"104 LENGKONG TIGA,Singapore",1.3257831,103.90975001517054,8043.2729729102675,669.2984351789773
"308 SHUNFU RD,Singapore,Singapore",1.3505014,103.83754580422493,7619.300314356376,234.3647295133671
"107 BISHAN ST,Singapore 12,Singapore",1.34760575,103.85013000000001,7144.958394171419,424.4403250998298
"239 BISHAN ST,Singapore 22,Singapore",1.3609925999999999,103.84252842845396,8679.094934699413,1270.7301487561072
"177 BISHAN ST,Singapore 13,Singapore",1.3505233,103.8513741,7466.384153116913,355.2921697980516
"113 BISHAN ST,Singapore 12,Singapore",1.34760575,103.85013000000001,7144.958394171419,424.4403250998298
"112 BISHAN ST,Singapore 12,Singapore",1.34760575,103.85013000000001,7144.958394171419,424.4403250998298
"251 BISHAN ST,Singapore 22,Singapore",1.3609925999999999,103.84252842845396,8679.094934699413,1270.7301487561072
"302 SHUNFU RD,Singapore,Singapore",1.3495664500000002,103.83918743465611,7482.994934735705,53.389185334559194
"248 BISHAN ST,Singapore 22,Singapore",1.3609925999999999,103.84252842845396,8679.094934699413,1270.7301487561072
"310 SHUNFU RD,Singapore,Singapore",1.3508422,103.83878627984174,7629.817869458994,197.30210994300384
"447 BRIGHT HILL DR,Singapore",1.3582225,103.8318362,8595.146460965288,1294.7308271867385
"450 SIN MING AVE,Singapore",1.3634197,103.8330803,9120.646040087622,1721.1023362687893
"28 JLN KLINIK,Singapore",1.2880059,103.8288153,2562.8490566776,261.8329274766052
"48 LOWER DELTA RD,Singapore,Singapore",1.272628,103.8237429,3274.3120801157033,870.963058035161
"5 TELOK BLANGAH CRES,Singapore",1.27866735,103.81924021016684,3600.0137349984016,1223.953776688703
"26 JLN KLINIK,Singapore",1.2880059,103.8288153,2562.8490566776,261.8329274766052
"60 TELOK BLANGAH HTS,Singapore",1.2760851999999998,103.81220033292615,4418.140926197024,642.1476868414104
"130 KIM TIAN RD,Singapore,Singapore",1.2803229,103.82927305,2469.227692831549,735.7808703500572
"38 BEO CRES,Singapore",1.2885496,103.82729473441896,2741.1550763762843,223.7511929889783
"11 CANTONMENT CL,Singapore",1.2744195,103.83972925747867,1599.5147206178428,653.0292243656777
"77 TELOK BLANGAH DR,Singapore",1.27396905,103.80881603275515,4832.42708169897,373.0614249047586
"55 TELOK BLANGAH DR,Singapore",1.27397095,103.8122757391163,4456.363479814145,443.3551153996606
"26D JLN MEMBINA,Singapore",1.2822391,103.82511443574904,2915.452498014363,519.3777477874472
"26C JLN MEMBINA,Singapore",1.2827182499999998,103.82524533872012,2899.8368725831288,465.00733163782286
"27 LIM LIAK ST,Singapore,Singapore",1.28544075,103.83083475000001,2293.547095729981,448.91125587346255
"29 LIM LIAK ST,Singapore,Singapore",1.2853913,103.83039962291882,2341.0197505791184,404.2713616768815
"46 SENG POH RD,Singapore,Singapore",1.2858869,103.8342445,1924.7907964264964,814.5061673889462
"59 TELOK BLANGAH HTS,Singapore",1.2753467,103.81360834982058,4279.288629681396,654.6551736076806
"54 LENGKOK BAHRU,Singapore",1.2890892,103.81372377706106,4235.776102562741,346.9892337846443
"106A DEPOT RD,Singapore,Singapore",1.2805745499999999,103.81118702746147,4472.294528560764,1093.9906173820646
"53 LENGKOK BAHRU,Singapore",1.28899655,103.81314399707793,4297.9002163899895,412.297322115693
"14 TELOK BLANGAH CRES,Singapore",1.2774776,103.8206308605428,3467.418940122073,1225.9706753339806
"54 TELOK BLANGAH DR,Singapore",1.27359385,103.81204234243569,4491.155467529784,394.4459457150268
"112B DEPOT RD,Singapore,Singapore",1.28162295,103.80771280869948,4853.286141966404,1191.4283482180315
"20 JLN MEMBINA,Singapore",1.2855982,103.8257872397711,2853.85652920624,167.6671244148113
"120 KIM TIAN PL,Singapore",1.28293415,103.82801552453225,2591.380737123925,417.37788606291963
"70 REDHILL CL,Singapore",1.2882004,103.8178855,3762.9513205004246,203.70670371129486
"68 REDHILL CL,Singapore",1.2875626,103.8179546,3745.201536966832,267.19395919555296
"69 REDHILL CL,Singapore",1.2875626,103.8179546,3745.201536966832,267.19395919555296
"21 JLN MEMBINA,Singapore",1.2850719000000002,103.8258053040349,2846.582925835606,208.07204025795443
"8A BOON TIONG RD,Singapore,Singapore",1.2864646,103.8320221,2179.4049513880327,563.903066688608
"27A JLN MEMBINA,Singapore",1.28223555,103.82462402019462,2970.0205543291154,543.579846674719
"2A BOON TIONG RD,Singapore,Singapore",1.2864646,103.8320221,2179.4049513880327,563.903066688608
"50 HOY FATT RD,Singapore,Singapore",1.2864107,103.8103193,4576.377948987421,805.1815024018271
"106B DEPOT RD,Singapore,Singapore",1.2806748,103.81082502879838,4511.864816445742,1100.3912601581396
"95 HAVELOCK RD,Singapore,Singapore",1.2884854,103.8328519263442,2140.837955841969,690.0126777835115
"82 REDHILL LANE,Singapore",1.2873461000000002,103.81948274401621,3573.4573682500163,395.3056222667483
"119B KIM TIAN RD,Singapore,Singapore",1.281062,103.82747521721166,2660.1487369147467,610.1300718827557
"75C REDHILL RD,Singapore,Singapore",1.288871,103.8162975,3949.208769681224,104.17154767123789
"121 KIM TIAN PL,Singapore",1.2826888,103.82855594505494,2531.460160501702,463.10431887798967
"2C BOON TIONG RD,Singapore,Singapore",1.2864646,103.8320221,2179.4049513880327,563.903066688608
"109 GANGSA RD,Singapore,Singapore",1.377477,103.7678321,13979.375294602527,147.86627239346834
"142 PETIR RD,Singapore,Singapore",1.3765433,103.76770589690008,13911.78008801838,191.643557754136
"251 BANGKIT RD,Singapore,Singapore",1.377792,103.7750643,13485.05288914865,390.42206120347436
"409 SAUJANA RD,Singapore,Singapore",1.3827072,103.76776857714611,14421.232769884087,397.3666502661666
"208 PETIR RD,Singapore,Singapore",1.37394115,103.77506165,13157.005095730057,490.97828675818613
"412 SAUJANA RD,Singapore,Singapore",1.3829061999999999,103.76826647169179,14402.447484057058,338.4824820320927
"466 SEGAR RD,Singapore,Singapore",1.3890565,103.7700451,14808.756848600638,156.6331571380997
"140 PETIR RD,Singapore,Singapore",1.3753114499999999,103.76885868467225,13724.714542826381,287.3842709474547
"123 PENDING RD,Singapore,Singapore",1.3775331,103.77070545000001,13773.67034769422,158.21318249262785
"402 FAJAR RD,Singapore,Singapore",1.3803527,103.7694693,14100.208147405536,345.8274708609826
"207 PETIR RD,Singapore,Singapore",1.3736739,103.77489856172781,13146.165313639929,491.8191039203492
"520 JELAPANG RD,Singapore,Singapore",1.3846603,103.7644839,14822.639373406022,225.98053171057515
"523 JELAPANG RD,Singapore,Singapore",1.3846603,103.7644839,14822.639373406022,225.98053171057515
"404 FAJAR RD,Singapore,Singapore",1.3803527,103.7694693,14100.208147405536,345.8274708609826
"631 SENJA RD,Singapore,Singapore",1.3866250500000001,103.76016854804129,15302.05349166828,480.5835189993015
"629 SENJA RD,Singapore,Singapore",1.38652985,103.75918248358039,15367.162791078263,535.4274411290887
"440 FAJAR RD,Singapore,Singapore",1.3835523,103.7699899325662,14335.480960465196,142.99100684957574
"204 PETIR RD,Singapore,Singapore",1.37285105,103.77521355671236,13054.139132275983,575.2760002660408
"506 JELAPANG RD,Singapore,Singapore",1.3846603,103.7644839,14822.639373406022,225.98053171057515
"136 PETIR RD,Singapore,Singapore",1.3744884499999999,103.76871016178805,13668.280018140182,344.07337747015373
"652 SENJA LINK,Singapore",1.3873601500000001,103.76372463693082,15104.678548699745,116.85768641545995
"656 SENJA RD,Singapore,Singapore",1.3857937,103.758643,15346.897427512988,522.0395461722959
"507 JELAPANG RD,Singapore,Singapore",1.3846603,103.7644839,14822.639373406022,225.98053171057515
"625 SENJA RD,Singapore,Singapore",1.3856464000000002,103.76027434007437,15213.349761053643,383.2724459775751
"623 SENJA RD,Singapore,Singapore",1.3863528999999999,103.7621685946184,15132.705895641448,267.50187405417404
"610 SENJA RD,Singapore,Singapore",1.38340395,103.76123717387384,14957.251773255704,134.28516453564694
"627 SENJA RD,Singapore,Singapore",1.3855396,103.75951504593803,15260.971549857913,430.351836211459
"626 SENJA RD,Singapore,Singapore",1.385485,103.75989648511857,15228.097523989589,396.2659608031945
"608 SENJA RD,Singapore,Singapore",1.3829104,103.76137007925317,14906.854560375046,105.02252115135987
"182 JELEBU RD,Singapore,Singapore",1.3780795,103.7646934,14262.916565188272,208.4795191129762
"606 SENJA RD,Singapore,Singapore",1.3813415500000001,103.761534385938,14766.374714284126,188.10609433091275
"478 SEGAR RD,Singapore,Singapore",1.3890565,103.7700451,14808.756848600638,156.6331571380997
"470 SEGAR RD,Singapore,Singapore",1.3890565,103.7700451,14808.756848600638,156.6331571380997
"124 PENDING RD,Singapore,Singapore",1.3770229,103.77125350942589,13691.14153826128,88.48750040482564
"653 SENJA LINK,Singapore",1.3861954,103.7634065,15029.534693635314,138.77957753412872
"135 CASHEW RD,Singapore,Singapore",1.3696467,103.7647599,13584.969530324286,44.17801557304867
"184 JELEBU RD,Singapore,Singapore",1.3780795,103.7646934,14262.916565188272,208.4795191129762
"183 JELEBU RD,Singapore,Singapore",1.3780795,103.7646934,14262.916565188272,208.4795191129762
"543 JELAPANG RD,Singapore,Singapore",1.3846603,103.7644839,14822.639373406022,225.98053171057515
"1 TOH YI DR,Singapore",1.3351798000000001,103.77093141504011,10643.789709658686,885.7698966645355
"5 FARRER RD,Singapore,Singapore",1.3169607,103.807202,6179.575739787648,91.10566026613586
"53 CHIN SWEE RD,Singapore,Singapore",1.28761575,103.84140105235244,1214.1545825462981,418.37281556080137
"1A CANTONMENT RD,Singapore,Singapore",1.2778303,103.84095280047099,1285.6358816644295,321.50673969128263
"1F CANTONMENT RD,Singapore,Singapore",1.2759757,103.84120937106636,1365.4379987652733,518.2636908880839
"1C CANTONMENT RD,Singapore,Singapore",1.27743925,103.84166719999999,1235.869231000677,402.2334698037827
"1B CANTONMENT RD,Singapore,Singapore",1.2777916500000002,103.84140360852476,1242.871958350109,353.4627401542504
"1E CANTONMENT RD,Singapore,Singapore",1.2766102,103.84115963216871,1331.4724520269854,451.667831419301
"5 TECK WHYE AVE,Singapore",1.3820746000000002,103.75362040907376,15433.344457593965,590.1149795597117
"15 TECK WHYE LANE,Singapore",1.37911035,103.75471769945591,15115.35724496606,287.2937661158803
"459 CHOA CHU KANG AVE,Singapore",1.3781861,103.73513753216804,16670.471005813688,1153.3094370814215
"206 CHOA CHU KANG CTRL,Singapore",1.38063635,103.74837113323801,15740.755943535236,237.37147106825347
"690A CHOA CHU KANG CRES,Singapore",1.4028937,103.7516951254775,17280.91511433562,766.079150888926
"20 TECK WHYE LANE,Singapore",1.3786904,103.75293261337833,15224.958257952803,230.7598607339
"295 CHOA CHU KANG AVE,Singapore",1.37822315,103.74107142474821,16166.402568048856,522.1836260047695
"110 TECK WHYE LANE,Singapore",1.37819275,103.75192732959769,15267.610980417518,251.53887842990545
"409 CHOA CHU KANG AVE,Singapore",1.3809985999999999,103.74206817016957,16284.965711803174,366.36413973985253
"688A CHOA CHU KANG DR,Singapore",1.4039974000000002,103.75061442706107,17451.692333944466,808.2611712331916
"485A CHOA CHU KANG AVE,Singapore",1.37449175,103.73854449493311,16118.71680471089,987.5258078395185
"16 TECK WHYE LANE,Singapore",1.3785309,103.75500878355686,15047.290849474895,248.3285779023824
"103 TECK WHYE LANE,Singapore",1.3771417,103.75351614797196,15059.455136945391,47.61365875817093
"687A CHOA CHU KANG DR,Singapore",1.4044538,103.75034070673311,17509.94265214738,842.3908233826154
"407 CHOA CHU KANG AVE,Singapore",1.3802856000000001,103.74104495575543,16318.065266810003,471.97713788795187
"160 JLN TECK WHYE,Singapore",1.38081905,103.75630580030486,15124.726294108516,293.90032915129206
"686C CHOA CHU KANG CRES,Singapore",1.4028342,103.7499165,17403.538463467365,658.9968570413002
"670A CHOA CHU KANG CRES,Singapore",1.4026756,103.7476255682735,17556.67908247955,585.3402250847982
"114 TECK WHYE LANE,Singapore",1.3785329000000002,103.75094833023107,15372.535934356383,210.5169533890993
"238 CHOA CHU KANG CTRL,Singapore",1.3791326499999998,103.7481677490709,15643.785148114337,115.03325760324574
"202 CHOA CHU KANG AVE,Singapore",1.3819332,103.74924236953562,15769.472949906729,368.6973801277961
"296A CHOA CHU KANG AVE,Singapore",1.37715965,103.74098184882047,16097.662399765475,591.5579323144533
"616 CHOA CHU KANG ST,Singapore 62,Singapore",1.39980795,103.74495642284367,17518.227629201923,391.76561145229937
"155 JLN TECK WHYE,Singapore",1.3788225,103.75708643104113,14906.409019723073,104.04109576893458
"402 CHOA CHU KANG AVE,Singapore",1.37920125,103.73953619654091,16366.515021804513,651.2921714568843
"422 CHOA CHU KANG AVE,Singapore",1.382201,103.74103214560282,16459.51666218618,509.9139476268267
"296 CHOA CHU KANG AVE,Singapore",1.3773764499999999,103.7407654589712,16131.533994815698,597.9313757423018
"226 CHOA CHU KANG CTRL,Singapore",1.3813361,103.74544369497085,16031.782621439297,116.01230649776195
"472 CHOA CHU KANG AVE,Singapore",1.37915235,103.73801995546627,16491.633038780332,818.4994108851571
"673 CHOA CHU KANG CRES,Singapore",1.4028342,103.7499165,17403.538463467365,658.9968570413002
"410 CHOA CHU KANG AVE,Singapore",1.38063585,103.74160491811416,16296.887492283495,411.34784253904877
"406 CHOA CHU KANG AVE,Singapore",1.3801955000000001,103.74004941379289,16395.00573711168,582.8784696426493
"641 CHOA CHU KANG ST,Singapore 64,Singapore",1.39835245,103.74991380892095,17029.45980753658,286.84792260171827
"473 CHOA CHU KANG AVE,Singapore",1.3793524000000001,103.7383176605172,16480.610913651715,782.520533338019
"691B CHOA CHU KANG CRES,Singapore",1.4028342,103.7499165,17403.538463467365,658.9968570413002
"14 TECK WHYE LANE,Singapore",1.3784542,103.75565597692308,14990.108648982612,265.928742963491
"689A CHOA CHU KANG DR,Singapore",1.38402,103.7470062,16108.786863653111,336.8875677412971
"102 TECK WHYE LANE,Singapore",1.37731045,103.75448532485585,14994.669693222293,111.08975766514992
"474 CHOA CHU KANG AVE,Singapore",1.3786742,103.73867647127204,16401.696804829644,757.181216819345
"441 CHOA CHU KANG AVE,Singapore",1.3831897,103.73967046612833,16645.367753922295,572.6541125785075
"502 CHOA CHU KANG ST,Singapore 51,Singapore",1.3891523000000001,103.74343591557418,16789.12086425621,424.4842208504769
"471 CHOA CHU KANG AVE,Singapore",1.3786656000000002,103.73739053135303,16510.708619504203,897.0373109212294
"282 CHOA CHU KANG AVE,Singapore",1.3802404,103.74327166658574,16129.221600214603,224.26357132260733
"287 CHOA CHU KANG AVE,Singapore",1.3787714000000002,103.74160765204765,16160.824926731017,442.83480384894955
"690B CHOA CHU KANG CRES,Singapore",1.4028342,103.7499165,17403.538463467365,658.9968570413002
"457 CHOA CHU KANG AVE,Singapore",1.3787542,103.73621461206771,16617.6408557227,1023.8809057438709
"208 CHOA CHU KANG CTRL,Singapore",1.3814152,103.7482920636001,15806.32786957384,322.32330688308485
"163 JLN TECK WHYE,Singapore",1.3810335500000002,103.75707226705572,15082.264716759102,268.7997634972221
"604 CHOA CHU KANG ST,Singapore 62,Singapore",1.3980027499999998,103.74495582400625,17371.628949123384,293.796307258123
"513 WEST,Singapore COAST,Singapore RD,Singapore,Singapore",1.3086413499999998,103.76034994360484,10511.544558757501,889.5497779207811
"346 CLEMENTI AVE,Singapore",1.31699755,103.77016231851425,9781.163644472994,583.457767701836
"354 CLEMENTI AVE,Singapore",1.3139608,103.7711126,9558.273511450483,651.1118855350961
"515 WEST,Singapore COAST,Singapore RD,Singapore,Singapore",1.3084045999999998,103.75974050145163,10569.885015856451,953.0534202904934
"703 WEST,Singapore COAST,Singapore RD,Singapore,Singapore",1.3066301,103.76090633440887,10393.811241928692,1041.560154514148
"602 CLEMENTI WEST,Singapore ST,Singapore 1,Singapore",1.30502125,103.76603779252622,9796.38762625429,1097.8479017372408
"351 CLEMENTI AVE,Singapore",1.31516675,103.7706481433902,9654.87502736943,591.2385472172737
"429 CLEMENTI AVE,Singapore",1.3129076,103.762904641075,10378.591928057118,351.11341414030466
"304 CLEMENTI AVE,Singapore",1.3208979,103.7648789496063,10491.156572673099,662.4513781779096
"307 CLEMENTI AVE,Singapore",1.3214166500000002,103.7671518804967,10283.314591013777,745.5679874680176
"308 CLEMENTI AVE,Singapore",1.32104295,103.76698282175752,10283.480283981326,700.7330904172258
"374 CLEMENTI AVE,Singapore",1.3190026000000001,103.76720838327722,10170.169023937095,496.47019022995704
"434 CLEMENTI AVE,Singapore",1.3145760000000002,103.76169905041792,10565.376436648596,407.1469490811651
"729 CLEMENTI WEST,Singapore ST,Singapore 2,Singapore",1.3049989000000002,103.76353259999999,10066.084859715555,1115.8764224297981
"331 CLEMENTI AVE,Singapore",1.3141201,103.7679299486413,9895.9001015184,301.5582527574627
"511 WEST,Singapore COAST,Singapore DR,Singapore",1.3102934,103.76050128140096,10546.140108517686,743.2304665763236
"318 CLEMENTI AVE,Singapore",1.3180301,103.76545410239093,10309.226504258815,343.5766520854676
"605 CLEMENTI WEST,Singapore ST,Singapore 1,Singapore",1.30535695,103.76811280317888,9582.38519738036,1102.0394945220464
"342 CLEMENTI AVE,Singapore",1.3183261499999999,103.7698987686174,9865.486152929067,631.4469217739027
"43 CIRCUIT RD,Singapore,Singapore",1.3264778,103.88553633749166,6134.337581218196,252.3468680115622
"109 ALJUNIED CRES,Singapore",1.3193917499999999,103.88446331660396,5460.2670020213445,374.08502015314735
"82 MACPHERSON LANE,Singapore",1.3322850499999999,103.88560094334595,6653.679271908817,467.1364729951975
"58 CIRCUIT RD,Singapore,Singapore",1.3249924,103.88656617924826,6079.831073838496,418.65948121114496
"61 CIRCUIT RD,Singapore,Singapore",1.3257159,103.88712133970589,6180.815327372501,330.53890457113596
"20 BALAM RD,Singapore,Singapore",1.33084395,103.88753277611656,6651.89419091499,522.0077497084305
"93 PAYA LEBAR WAY,Singapore",1.3239298,103.8850491,5881.34439459024,379.4630961639569
"25 EUNOS CRES,Singapore",1.3233968,103.90243501892064,7234.558362736989,399.9106896861887
"23 BALAM RD,Singapore,Singapore",1.3309883999999998,103.88650176792441,6595.813407726173,563.6859923092868
"21 EUNOS CRES,Singapore",1.32503235,103.90318403065035,7412.3479273809335,578.5100855972685
"9 HAIG RD,Singapore,Singapore",1.31443855,103.89606775852812,6075.161717700535,530.0521677725513
"16 EUNOS CRES,Singapore",1.3229997500000001,103.90452154560245,7392.254808688711,396.9004504395209
"102 ALJUNIED CRES,Singapore",1.32031765,103.88233067032448,5380.829162573235,427.7133149626974
"31 BALAM RD,Singapore,Singapore",1.3298436,103.88578875690979,6446.854410012785,428.9520178007474
"126 GEYLANG EAST,Singapore AVE,Singapore",1.3177654,103.88717230636496,5542.192041610845,511.17434460077817
